id,age,income,children,gender_FEMALE,gender_MALE,region_INNER_CITY,region_RURAL,region_SUBURBAN,region_TOWN,married_NO,married_YES,car_NO,car_YES,savings_acct_NO,savings_acct_YES,current_acct_NO,current_acct_YES,mortgage_NO,mortgage_YES,pep_NO,pep_YES
ID12311,0.8775510204081631,0.33484628730627713,0.0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1
ID12312,0.8163265306122449,0.4836799367608411,0.3333333333333333,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
ID12313,0.08163265306122447,0.16207598300568052,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1
ID12314,0.20408163265306123,0.14043130028637604,0.3333333333333333,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1
ID12315,0.10204081632653061,0.0827684132515221,0.0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12316,0.18367346938775508,0.21674089478798308,0.0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12317,0.18367346938775508,0.174513201122791,0.0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0
ID12318,0.44897959183673464,0.46045737232966744,1.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
ID12319,0.4285714285714285,0.4590704882950256,0.0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1
ID12320,0.346938775510204,0.4058182710442875,0.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12321,0.3877551020408163,0.3656055168388542,0.6666666666666666,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
ID12322,0.5918367346938775,0.6385498010957071,0.6666666666666666,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
ID12323,0.4897959183673469,0.5901052190717546,0.3333333333333333,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
ID12324,1.0,0.6627411195113763,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
ID12325,0.7959183673469388,0.7719091972952664,1.0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1
ID12326,0.5918367346938775,0.3857910461321335,0.0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1
ID12327,1.0,0.7822368374639018,0.6666666666666666,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1
ID12328,0.7755102040816326,0.3419717051567136,0.0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1
ID12329,0.3877551020408163,0.3958881125282603,0.0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1
ID12330,0.18367346938775508,0.12501383012460102,0.0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1
ID12331,0.8367346938775511,0.4331894426808227,0.0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
ID12332,0.26530612244897955,0.412196905183763,0.3333333333333333,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0
ID12333,0.26530612244897955,0.15562507947482176,0.0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1
ID12334,0.2857142857142857,0.43688722653993595,0.0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
ID12335,0.7959183673469388,0.6267475212028929,1.0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0
ID12336,0.6326530612244897,0.2012718036323628,0.3333333333333333,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
ID12337,0.9591836734693877,0.812887662909404,0.6666666666666666,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
ID12338,0.08163265306122447,0.22115621046154504,0.6666666666666666,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
ID12339,0.16326530612244894,0.22460793424999598,0.6666666666666666,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0
ID12340,0.10204081632653061,0.13437787840812557,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12341,0.16326530612244894,0.10814753073556987,0.6666666666666666,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0
ID12342,0.8367346938775511,0.87784752156424,0.0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
ID12343,1.0,0.520499470970848,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1
ID12344,0.326530612244898,0.2573115545507433,0.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12345,0.653061224489796,0.3925138202305772,0.6666666666666666,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0
ID12346,0.5714285714285714,0.5636959186205356,0.0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0
ID12347,0.10204081632653061,0.044601226962195706,1.0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
ID12348,0.16326530612244894,0.28168182574507594,0.0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0
ID12349,0.44897959183673464,0.26383128607339573,1.0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
ID12350,0.36734693877551017,0.28078534115196374,1.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0
ID12351,0.9591836734693877,0.9060773223984007,0.0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0
ID12352,0.5510204081632653,0.5341669894412698,0.3333333333333333,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
ID12353,0.10204081632653061,0.1596171029988528,0.6666666666666666,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0
ID12354,0.4897959183673469,0.2214315224287196,0.3333333333333333,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1
ID12355,0.06122448979591838,0.09661540071054578,1.0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0
ID12356,0.8979591836734693,0.33121044863977817,0.0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
ID12357,0.6326530612244897,0.3627870105749047,0.6666666666666666,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0
ID12358,0.20408163265306123,0.31586524786938647,0.6666666666666666,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
ID12359,0.40816326530612246,0.283595243916939,1.0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0
ID12360,0.36734693877551017,0.1230763221556101,0.0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
ID12361,0.08163265306122447,0.2093401649703721,0.0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12362,0.44897959183673464,0.4106981756624565,0.3333333333333333,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1
ID12363,0.44897959183673464,0.2856015798777236,0.0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
ID12364,0.857142857142857,0.7114093925086581,0.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
ID12365,0.10204081632653061,0.24350982149632394,0.0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1
ID12366,0.06122448979591838,0.2221008746489127,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1
ID12367,0.8163265306122449,0.48549183364480863,0.0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
ID12368,0.6122448979591837,0.4367461291567589,0.0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12369,0.9183673469387754,0.5095162441803781,0.0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0
ID12370,0.040816326530612235,0.20060933421134908,1.0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0
ID12371,1.0,0.9590026066881191,0.6666666666666666,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
ID12372,0.8979591836734693,0.8840971032191024,0.0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
ID12373,0.36734693877551017,0.1414792064614342,0.0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
ID12374,0.26530612244897955,0.4025609863326536,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1
ID12375,0.4897959183673469,0.37928163880825017,0.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12376,0.0,0.07482239366892598,0.0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1
ID12377,0.5714285714285714,0.40760779883092213,0.3333333333333333,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
ID12378,0.1428571428571429,0.2985739356310296,0.3333333333333333,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
ID12379,0.9591836734693877,0.3349047910993017,0.0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0
ID12380,0.44897959183673464,0.5499045097648853,0.3333333333333333,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1
ID12381,0.2857142857142857,0.29791490760960554,0.3333333333333333,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1
ID12382,0.0,0.182325178191369,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12383,0.9387755102040816,0.848309988886,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1
ID12384,0.5102040816326531,0.5878184090444111,1.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
ID12385,0.08163265306122447,0.1501274436303049,1.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12386,0.1428571428571429,0.07694332823604697,0.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
ID12387,0.4285714285714285,0.3383152180926765,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
ID12388,0.8163265306122449,0.39988013605229134,1.0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
ID12389,0.30612244897959184,0.1569672253147977,0.3333333333333333,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0
ID12390,0.693877551020408,0.5531686772756985,0.3333333333333333,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
ID12391,0.10204081632653061,0.14634534548124445,0.0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12392,0.5306122448979591,0.5891571134847973,0.0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1
ID12393,0.6734693877551019,0.7108140303796432,0.6666666666666666,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
ID12394,0.16326530612244894,0.27421915073485065,0.0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
ID12395,0.4897959183673469,0.3008039625651435,0.0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0
ID12396,0.326530612244898,0.4737893543400953,0.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
ID12397,0.7346938775510203,0.3367270121820383,0.6666666666666666,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0
ID12398,0.0,0.06237588377292336,0.6666666666666666,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0
ID12399,0.5918367346938775,0.20863984015387183,0.6666666666666666,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0
ID12400,0.12244897959183676,0.1489005846765833,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12401,0.020408163265306145,0.05417124301116269,0.3333333333333333,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
ID12402,0.3877551020408163,0.17784103452601346,0.0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
ID12403,0.5510204081632653,0.41670513864624625,0.0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
ID12404,0.6326530612244897,0.6271622098534497,1.0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0
ID12405,1.0,0.9013694877597158,1.0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12406,0.346938775510204,0.11195888078114263,0.0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0
ID12407,0.9183673469387754,0.8105027729937544,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
ID12408,0.40816326530612246,0.36594449469843787,0.0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1
ID12409,0.6122448979591837,0.3556547099252889,0.6666666666666666,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0
ID12410,0.20408163265306123,0.11883995926071167,0.3333333333333333,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0
ID12411,0.5714285714285714,0.44126468681801134,0.0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
ID12412,0.9795918367346939,0.5442950284337037,0.3333333333333333,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12413,0.8775510204081631,0.4430146385093646,0.6666666666666666,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
ID12414,0.0,0.19092351506618926,0.6666666666666666,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0
ID12415,0.7346938775510203,0.22407795871318498,0.0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
ID12416,0.5510204081632653,0.6472255694612954,0.0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0
ID12417,0.857142857142857,0.29416894415623673,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0
ID12418,0.5510204081632653,0.5622367651945104,0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1
ID12419,0.26530612244897955,0.31243761387806324,0.6666666666666666,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0
ID12420,0.4285714285714285,0.2914364728820293,0.0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0
ID12421,0.7142857142857142,0.5693656244445365,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
ID12422,0.346938775510204,0.30746651217076776,0.0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1
ID12423,0.1428571428571429,0.10374942205995641,0.3333333333333333,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0
ID12424,0.2857142857142857,0.3271633627223122,0.0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1
ID12425,0.36734693877551017,0.40403562605683224,0.0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12426,0.12244897959183676,0.07658834786837126,0.0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1
ID12427,0.4285714285714285,0.513423953414462,0.3333333333333333,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
ID12428,0.12244897959183676,0.2796858139830604,0.0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1
ID12429,0.7959183673469388,0.788682578895376,0.3333333333333333,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1
ID12430,0.18367346938775508,0.23301183204799925,1.0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
ID12431,0.9795918367346939,0.8217320598548865,1.0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
ID12432,0.0,0.11334576481578446,0.6666666666666666,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
ID12433,0.30612244897959184,0.42204447010963775,0.0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
ID12434,0.6122448979591837,0.2210546891736494,0.6666666666666666,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12435,0.10204081632653061,0.27579014964754045,0.3333333333333333,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
ID12436,0.5306122448979591,0.372942580764056,0.3333333333333333,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
ID12437,0.4285714285714285,0.3765990678280931,0.6666666666666666,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0
ID12438,0.9591836734693877,0.5689784669906973,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
ID12439,0.857142857142857,0.5599138204714751,0.6666666666666666,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
ID12440,0.040816326530612235,0.2266228737097547,0.0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1
ID12441,0.5510204081632653,0.41039877389815416,0.0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12442,0.9795918367346939,0.7456117423307119,0.3333333333333333,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1
ID12443,0.9387755102040816,0.8274860799688346,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12444,0.6734693877551019,0.24782533658178507,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12445,0.326530612244898,0.32046123702140666,0.6666666666666666,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12446,0.9591836734693877,0.642922099274398,0.3333333333333333,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1
ID12447,0.653061224489796,0.5976177943760304,0.0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0
ID12448,0.9795918367346939,0.6913012947061467,0.0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0
ID12449,0.9183673469387754,0.566397417298436,0.0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0
ID12450,0.7142857142857142,0.32741114349276934,0.3333333333333333,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1
ID12451,0.30612244897959184,0.45070100449291917,0.0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1
ID12452,0.40816326530612246,0.3339893788084463,0.0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
ID12453,0.7755102040816326,0.3371468629319795,0.3333333333333333,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0
ID12454,0.6122448979591837,0.6546022094817785,0.3333333333333333,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
ID12455,0.6326530612244897,0.43334602636215325,0.0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1
ID12456,0.7346938775510203,0.7772726185557856,0.6666666666666666,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1
ID12457,0.4693877551020408,0.3080377845026549,0.0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
ID12458,0.020408163265306145,0.07878258424675247,0.0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12459,0.693877551020408,0.5031221237427491,1.0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0
ID12460,0.693877551020408,0.3059075581566418,0.3333333333333333,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1
ID12461,0.9387755102040816,0.8019594985123689,0.6666666666666666,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
ID12462,0.7755102040816326,0.2564649702516816,1.0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
ID12463,0.7755102040816326,0.4234795337385351,0.6666666666666666,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
ID12464,0.020408163265306145,0.1296511160716974,0.0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
ID12465,0.7755102040816326,0.7964274486719553,0.3333333333333333,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1
ID12466,0.18367346938775508,0.21251657679164854,0.6666666666666666,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1
ID12467,0.8367346938775511,0.42764018584246066,0.3333333333333333,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
ID12468,0.7755102040816326,0.7353580922532545,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
ID12469,0.06122448979591838,0.1078412461720882,0.0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
ID12470,0.9387755102040816,0.5000283055116251,1.0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0
ID12471,0.8979591836734693,0.7202193754582438,0.0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12472,0.5306122448979591,0.5753932358258644,0.6666666666666666,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12473,0.12244897959183676,0.04718416942423148,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1
ID12474,0.693877551020408,0.40263669712362654,0.0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
ID12475,1.0,0.7258667121849118,0.6666666666666666,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1
ID12476,0.4693877551020408,0.27276688010800487,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12477,0.8163265306122449,0.4850668207954829,0.3333333333333333,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1
ID12478,0.44897959183673464,0.34085841238945147,0.6666666666666666,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0
ID12479,0.020408163265306145,0.22321932951555928,0.0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1
ID12480,0.040816326530612235,0.08423875122621369,1.0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
ID12481,0.7755102040816326,0.3704424039621521,0.0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
ID12482,0.5714285714285714,0.4743847164691102,0.6666666666666666,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12483,0.2448979591836734,0.16505623505034506,0.3333333333333333,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
ID12484,0.44897959183673464,0.5131572449462617,0.3333333333333333,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
ID12485,0.36734693877551017,0.376946649186651,0.0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
ID12486,0.7959183673469388,0.5718589184472611,1.0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0
ID12487,0.6326530612244897,0.1836828103294985,0.0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0
ID12488,0.8775510204081631,0.4326439808458581,0.3333333333333333,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1
ID12489,0.22448979591836737,0.16566880417730845,0.0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
ID12490,0.6122448979591837,0.18788475922850012,0.0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0
ID12491,0.7755102040816326,0.6757891860556553,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12492,0.44897959183673464,0.2956659529777484,0.0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
ID12493,0.8163265306122449,0.5718589184472611,1.0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
ID12494,0.857142857142857,0.29318986597297225,0.6666666666666666,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
ID12495,0.8163265306122449,0.3519569260661757,0.0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
ID12496,1.0,0.31784233193365874,1.0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0
ID12497,0.44897959183673464,0.3571207461504934,0.0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0
ID12498,0.6122448979591837,0.5018935440892326,0.6666666666666666,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
ID12499,0.9387755102040816,0.9021678924645221,0.3333333333333333,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12500,0.5102040816326531,0.568615399333986,0.0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0
ID12501,0.326530612244898,0.24893518794945751,0.0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1
ID12502,0.16326530612244894,0.2503547652802013,1.0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
ID12503,0.6122448979591837,0.5778830884289994,0.0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0
ID12504,0.346938775510204,0.270839696337783,0.0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1
ID12505,0.12244897959183676,0.15228864257262514,1.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
ID12506,0.5918367346938775,0.5434794167309491,1.0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1
ID12507,0.693877551020408,0.7027663174391718,0.3333333333333333,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12508,0.26530612244897955,0.2985085490388257,0.0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12509,0.4693877551020408,0.2919991417149423,0.3333333333333333,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1
ID12510,0.10204081632653061,0.10425358709984481,0.6666666666666666,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0
ID12511,0.18367346938775508,0.22617377106330128,0.3333333333333333,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1
ID12512,0.08163265306122447,0.03940385323187856,0.0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
ID12513,1.0,0.9133094236361173,0.6666666666666666,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
ID12514,0.16326530612244894,0.19795601512770428,0.0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1
ID12515,0.8163265306122449,0.7131834339971391,0.0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12516,0.18367346938775508,0.25887050856486926,0.0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0
ID12517,0.36734693877551017,0.12937924550411256,0.3333333333333333,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0
ID12518,0.26530612244897955,0.30687459144134244,0.3333333333333333,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1
ID12519,0.20408163265306123,0.3559300218924635,0.6666666666666666,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1
ID12520,0.7959183673469388,0.28560846267690293,0.0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
ID12521,0.9387755102040816,0.7560185346899101,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
ID12522,0.6326530612244897,0.6267440798033033,0.3333333333333333,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1
ID12523,0.08163265306122447,0.11006955240640726,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0
ID12524,0.8163265306122449,0.6698063128689933,0.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
